Country,ISO2,Metro Area / City,Admin Region,Longitude,Latitude,Population,Population Proper,Capital Status,Source Country Name,Source URL
Iran,IR,Marand,?z?arb?yj?n-e Sharq?,45.7741,38.4306,"130,825","130,825",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,J?roft,Kerm?n,57.7406,28.6781,"130,429","130,429",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Salm?s,?z?arb?yj?n-e Gharb?,44.7667,38.2,"127,864","127,864",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Bam,Kerm?n,58.3569,29.1061,"127,396","127,396",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Behbah?n,Kh?zest?n,50.2417,30.5958,"122,604","122,604",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Dor?d,Lorest?n,49.075,33.4933,"121,638","121,638",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Naz?ar?b?d,Alborz,50.6075,35.9522,"119,512","119,512",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Mo?ammad Shahr,Alborz,50.9172,35.7631,"119,418","119,418",,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Bandar-e Anzal?,G?l?n,49.4578,37.4731,"118,564","118,564",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,?r?nshahr,S?st?n va Bal?chest?n,60.6847,27.2025,"113,750","113,750",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Fas?,F?rs,53.6505,28.936,"110,825","110,825",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Bor?zj?n,B?shehr,51.2189,29.27,"110,567","110,567",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,B?neh,Kordest?n,45.8853,35.9975,"110,218","110,218",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Ch?bah?r,S?st?n va Bal?chest?n,60.6431,25.2919,"106,739","106,739",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Rob?? Kar?m,Tehr?n,51.0828,35.4847,"105,393","105,393",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,K?shmar,Khor?s?n-e Ra?av?,58.4656,35.2383,"102,282","102,282",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Sh?shtar,Kh?zest?n,48.8483,32.0497,"101,878","101,878",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Ahar,?z?arb?yj?n-e Sharq?,47.0662,38.4775,"100,641","100,641",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Masjed Soleym?n,Kh?zest?n,49.2902,31.958,"100,497","100,497",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
Iran,IR,Torbat-e J?m,Khor?s?n-e Ra?av?,60.6225,35.2439,"100,449","100,449",minor,Iran,https://simplemaps.com/static/data/country-cities/ir/ir.csv
North Korea,KP,Pyongyang,P’y?ngyang,125.7475,39.0167,"2,863,000","2,863,000",primary,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Hamh?ng,Hamnam,127.5333,39.9167,"768,551","768,551",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Nampo,Namp’o,125.4,38.7333,"703,317","366,815",,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Ch’?ngjin,Hambuk,129.7833,41.7833,"667,929","667,929",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Sunch’?n,P’y?ngnam,125.9333,39.4167,"437,000","437,000",,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,W?nsan,Kangw?n,127.4335,39.1714,"363,127","363,127",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Sin?iju,P’y?ngbuk,124.4,40.1,"359,341","359,341",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Tanch’?n,Hamnam,128.911,40.458,"345,875","345,875",,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Kaech’?n,P’y?ngnam,125.9061,39.6986,"319,554","319,554",,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Kaes?ng,Kaes?ng,126.5528,37.9717,"308,440","308,440",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Sariw?n,Hwangbuk,125.7399,38.5324,"307,764","307,764",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,P’y?ngs?ng-si,P’y?ngnam,125.85,39.25,"284,386","284,386",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Haeju,Hwangnam,125.7167,38.0333,"273,300","273,300",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Kanggye,Chagang,126.6,40.9667,"251,971","251,971",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Rajin,Ras?n,130.3844,42.3444,"196,954","196,954",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
North Korea,KP,Hyesan,Ryanggang,128.1833,41.4,"192,680","192,680",admin,DPRK,https://simplemaps.com/static/data/country-cities/kp/kp.csv
